lineno,sno,origWord,Synonym,imp,uniqCount,freq,freqcorrection,type,class,base weight,adj. weight,title
558,2610,hump,hump,2,1,2,2,noun,,20,10, exploring the dwarf nova vw hydri through tess photo metry super hump period analysis and sed modeling astronomy light astronomy physics 
25848,467,hunger,hunger,2,1,2,2,noun,,20,10, solving env and hunger using innovative food wastage reduction methods environment method nutrition food nutrition food environment environment environment 
2211,158,informatics,informatics,2,1,2,2,noun,,20,10, a novel bio informatics system to guide pharmacological research drug chemical medical compsci drugdev computersci 
28883,400,infra,infra,2,1,2,2,noun,,20,10, the effect of infra sound exposure on drosophila melanogaster organism insect fruitfly drosophila organism insect fruitfly drosophila sound acoustics physiology biology 
26883,2231,isoforms,isoforms,2,1,2,2,noun,,20,10, testing the competitive binding model between apoe isoforms and abeta protein gene biochem genetics biology 
8923,1742,kit,kit,2,1,2,2,noun,,20,10, designing a lead test kit a solution to the shortcomings of others chemical metal toxin device chemistry environment chemistry 
8609,328,knee,knee,2,1,2,2,noun,,20,10, deep knee bends measuring knee stress with a mechanical model organ mechanical medical engineering 
19085,2374,knockout,knockout,2,1,2,2,noun,,20,10, knockout of ahnak2 in pancreatic cancer using crispr cas9 technology disease medical gene protein organ cardiovascular tool genetic tool genetic genetics cancer biology 
36336,1454,lab,lab,2,1,2,2,noun,,20,10, yeast lab anti fungals chemical infectious organism microbiology fungus biochem microbiology biology 
18276,965,laces,laces,2,1,2,2,noun,,20,10, innovation of laces for soccer cleats device device sports sports mechanical sports engineering 
31101,403,limitation,limit,2,1,2,2,noun,,20,10, the effects of nitrogen and phosphorus limitation on nannochloropsis chemical inorganic chemical pollute organism microbiology plant algae chemistry agriculture environment 
10793,1262,listening,listen,2,1,2,2,noun,,20,10, does listening to music help to do homework acoustic acoustic art school education behaviour psychology behavioralandsocial 
34489,1671,market,market,2,1,2,2,noun,,20,10, using aiml to predict the stock market compsci method finance compsci finance computersci 
20217,2591,mental,mental,2,1,2,2,noun,,20,10, mental counseling ai behaviour behaviour compsci method compsci medical computersci 
2758,2136,mesh,mesh,2,1,2,2,noun,,20,10, abel jacobian condition for quadrilateral mesh math math math math math 
561,2610,metry,metry,2,1,2,2,noun,,20,10, exploring the dwarf nova vw hydri through tess photo metry super hump period analysis and sed modeling astronomy light astronomy physics 
22277,996,mitts,mitts,2,1,2,2,noun,,20,10, pedal powered ohmic heated bike mitts device device device transportation electric energy temperature mechanical household engineering 
7014,2186,news,news,2,1,2,2,noun,,20,10, classification of political bias in news publications social method social compsci social computersci 
2613,852,north,north,2,1,2,2,noun,,20,10, a study of plankton distribution in the north atlantic ocean marine location location ocean organism marine microbiology ecology environment 
1605,2462,peace,peace,2,1,2,2,noun,,20,10, walksafe for peace of mind safety mechanical engineering 
31713,704,pet,pet,2,1,2,2,noun,,20,10, the fidofeeder 1.0 device pet mechanical household engineering 
32472,41,pig,pig,2,1,2,2,noun,,20,10, the phylogenetic analysis of the 2009 swine influenza h1n1 pandemic disease infectious medical virus genetic medical disease organism mammal pig organism microbiology infectious disease medical compsci genetics medical biology 
18966,609,plane,plane,2,1,2,2,noun,,20,10, just plane physics mechanical transportation physics 
1703,850,rat,rat,2,1,2,2,noun,,20,10, 3d primary rat neuron culture and media manipulation organ neuroscience organism mammal cellbio neuroscience funda biology 
17534,423,receptor,receptor,2,1,2,2,noun,,20,10, identification of latent hiv1 receptor cd169 antibody protein gene chemical drug infectious disease infectious virus medical protein gene biochem infectious biology 
21080,2393,repellent,repellent,2,1,2,2,noun,,20,10, natural ant repellent organism insect ant pest anti chemistry household environment 
27221,2074,reservoir,reservoir,2,1,2,2,noun,,20,10, the arlington reservoir an analysis of climate change preparedness location water ecology environment environment 
21176,1598,rods,rods,2,1,2,2,noun,,20,10, near ir absorbing gold nano rods for cancer imaging and therapy chemical metal device disease medical drug medical infrared light biochem medical biology 
15715,38,roofs,roofs,2,1,2,2,noun,,20,10, green roofs and storm water mitigation civil engineering architecture environment water weather environment civil environment environment 
4891,744,scan,scan,2,1,2,2,noun,,20,10, automated diagnosis of dementia through mri scan application behaviour disease neuroscience medical medical method diagnostic compsci medical biology 
25248,1370,semantic,semantic,2,1,2,2,noun,,20,10, semantic representations of emotional and social concepts in autism behaviour neuroscience disease neuroscience behaviour medical language behaviour psychology behavioralandsocial 
20090,976,sky,sky,2,1,2,2,noun,,20,10, measuring sky glow and light pollution pollute physics environment environment 
6502,1483,stick,stick,2,1,2,2,noun,,20,10, can temperature affect how long a glow stick stays lit light chemistry household chemistry 
34419,1762,streams,stream,2,1,2,2,noun,,20,10, using light to measure water quality in streams and rivers water water water location environment safety environment 
1155,77,subsistence,subsistence,2,1,2,2,noun,,20,10, solar powered steam run water pump for subsistence farming irrigation agriculture device energy energy energy water water mechanical energy engineering 
10143,1958,subverted,subverted,2,1,2,2,noun,,20,10, direct anonymous attestation with subverted platforms social compsci logistics computersci 
22072,995,suicide,suicide,2,1,2,2,noun,,20,10, our youth and suicide neuroscience behaviour organism human mammal social psychology behavioralandsocial 
26644,469,taste,taste,2,1,2,2,noun,,20,10, taste the rainbow biology biology 
5047,24,terrain,terrain,2,1,2,2,noun,,20,10, legged locomotion over rough terrain ground transportation mechanical robotics engineering 
30488,1168,threat,threat,2,1,2,2,noun,,20,10, the effects of clothing on observer projection of perceived threat vision behaviour psychology behavioralandsocial 
23974,2582,triangle,triangle,2,1,2,2,noun,,20,10, re constructing 3d triangle mesh from rgb images using dynamic convolution networks compsci method compsci computersci 
14828,1189,trigger,trigger,2,1,2,2,noun,,20,10, firearm safety an automated trigger lock safety crime gun weapon social safety engineering 
25835,669,tubes,tubes,2,1,2,2,noun,,20,10, solutes and the affects of osmotic pressure on dialysis tubes device kidney biochem medical biology 
15424,2645,tubular,tubular,2,1,2,2,noun,,20,10, generating energy from plants with a tubular and triboelectric system energy energy organism electric agriculture energy engineering 
26082,1756,victims,victim,2,1,2,2,noun,,20,10, stackable shelters for natural disaster victims and refugees architecture safety civil safety engineering 
14601,924,violence,violence,2,1,2,2,noun,,20,10, fighting violence with jewelry crime safety device mechanical security engineering 
19573,1153,war,war,2,1,2,2,noun,,20,10, long term impacts on war affected population study using planaria organism slug behaviour psychology behavioralandsocial 
35213,1440,warriors,warriors,2,1,2,2,noun,,20,10, warriors of the winter chemistry chemistry 
23687,1705,molbio,molbio,3,1,2,2,noun,class,100,50, protein structure prediction with recurrent neural networks organ neuroscience protein chemical compsci molbio computersci 
19055,327,entry,entry,3,1,2,2,noun,,20,10, keyless home entry device security electronics household engineering 
16068,600,heavy,heavy,3,1,2,2,noun,,20,10, heavy duty for heavy metals chemical chemistry chemistry 
19346,1324,indicators,indicator,3,1,2,2,noun,,20,10, lichen bio indicators of air quality plant fungus algae organism microbiology environment environment 
13960,634,infinite,infinite,3,1,2,2,noun,,20,10, permutationally alternating bijections between infinite sets math math math math 
29745,372,interior,interior,3,1,2,2,noun,,20,10, the effect of surface area on the interior temperature of a solar oven device cook food energy energy physics energy engineering 
27689,690,macro,macro,3,1,2,2,noun,,20,10, the effect of added macro molecules and chemical spray on keratinocytes chemical organ spray particle biochem cellbio biology 
32259,2584,mischief,mischief,3,1,2,2,noun,,20,10, the mischief detector automated detection and reporting of device misuse using deep convolutional neural networks compsci method crime security safety device organ neuroscience compsci social computersci 
6645,747,modulate,modulate,3,1,2,2,noun,,20,10, carnitine and coq10 modulate learning memory in hermissenda crassicornis behaviour chemical chemical neuroscience behaviour organism marine slug organism marine slug biochem neuroscience behavioralandsocial 
3471,854,native,native,3,1,2,2,noun,,20,10, allelopathy effects of the invasive l.japonica on native plants organism plant honeysuckle lonicera organism plant honeysuckle lonicera ecology environment 
23907,2412,nets,nets,3,1,2,2,noun,,20,10, rain nets a solution to water non efficiency in agriculture agriculture water water environment agriculture environment 
4177,857,night,night,3,1,2,2,noun,,20,10, another sleepless night behaviour chemistry chemistry 
18,23,phase,phase,3,1,2,2,noun,,20,10, a new method for identifying active regulatory dna elements phase ii genetic method genetics funda biology 
29343,1044,pickles,pickles,3,1,2,2,noun,,20,10, the effect of ph on bacterial growth in pickles chemistry nutrition food organism microbiology bacteria biochem microbiology biology 
8000,2647,quiet,quiet,3,1,2,2,noun,,20,10, covid19 and the quiet ocean marine organism infectious covid virus acoustic ecology environment environment 
20103,204,raw,raw,3,1,2,2,noun,,20,10, measuring the amount of vitamin c in raw vs cooked foods chemical nutrition nutrition food nutrition food biochem nutrition biology 
2240,2713,segmentation,segmentation,3,1,2,2,noun,,20,10, a novel deep learning approach to lower grade glioma segmentation and genomic subtype classification behaviour disease neuroscience cancer medical genetic gene method method diagnostic compsci medical computersci 
3389,1919,silencer,silence,3,1,2,2,noun,,20,10, ajoene the silencer biology biology 
7711,318,spinning,spinning,3,1,2,2,noun,,20,10, conservation of energy and momentum in spinning blocks energy mechanical energy engineering 
26070,1030,spring,spring,3,1,2,2,noun,,20,10, spring speed physics engineering 
22228,1607,substrates,substrate,3,1,2,2,noun,,20,10, passive blood spatter pattern analysis on different substrates crime security physics organ math physics engineering 
12676,1981,training,train,3,1,2,2,noun,,20,10, effects of different training sets on image classification method compsci computersci 
284,556,trusted,trusted,3,1,2,2,noun,,20,10, can zero calories be trusted food nutrition chemistry nutrition biology 
16143,2195,wide,width,3,1,2,2,noun,,20,10, herbivory induced effects on community wide pollination services plant nutrition food ecology biology 
313,879,80,80,,1,2,2,noun,,2,1, collect atmospheric data from 80 000ft atmosphere weather electronics environment engineering 
7665,1948,aggregate,aggregate,,1,2,2,noun,,2,1, concretes strength lies in aggregate chemical material material architecture chemistry civil engineering 
10135,1958,anonymous,anonymous,,1,2,2,noun,,2,1, direct anonymous attestation with subverted platforms social compsci logistics computersci 
18313,1102,billions,billion,,1,2,2,noun,,2,1, innovative and affordable smart syringe to contain epidemic for billions medical device medical disease infectious mechanical medical biology 
34779,844,body,body,,1,2,2,noun,,2,1, utilizing artificial muscles to enhance the human body organ organism mammal human mechanical medical engineering 
5225,174,brands,brand,,1,2,2,noun,,2,1, batteries brands vs cost finance device energy electric marketing electronics engineering 
6290,2161,cache,cache,,1,2,2,noun,,2,1, cache efficient parallel partition algorithms using erew memory compsci method compsci math 
27361,1389,capability,capability,,1,2,2,noun,,2,1, the capability of trypan blue as a viability dye in pond water water chemical chemical water biochem ecology biology 
9473,1954,capacity,capacity,,1,2,2,noun,,2,1, determining the specific heat capacity of different substances temperature physics chemistry funda chemistry 
10513,175,care,care,,1,2,2,noun,,2,1, do you know do you care students knowledge of environmental change school education school education behaviour social environment 
301,446,check,check,,1,2,2,noun,,2,1, check a1c an ios app for automated diabetes management compsci disease cardiovascular medical protein diabetes sugar compsci cardiovasc computersci 
7391,2776,compartmental,compartment,,1,2,2,noun,,2,1, comparing the efficacy of masks and self isolation as covid 19 prevention measures in a computer simulated compartmental epidemic model compsci medical disease method organism infectious covid virus organism infectious covid virus compsci medical computersci 
25238,1370,concepts,concept,,1,2,2,noun,,2,1, semantic representations of emotional and social concepts in autism behaviour neuroscience disease neuroscience behaviour medical language behaviour psychology behavioralandsocial 
33001,269,confidence,confidence,,1,2,2,noun,,2,1, the science behind winning and confidence behaviour psychology behavioralandsocial 
26549,677,conjugate,conjugate,,1,2,2,noun,,2,1, synthesis of a curcumin rna conjugate activity against cancer cells cellbio chemical gene chemical drug chemistry disease medical plant biochem medical biology 
11480,2534,consolidation,consolidate,,1,2,2,noun,,2,1, effect of environmental factors on memory consolidation in drosophilae neuroscience behaviour organism insect fruitfly drosophila behaviour ecology biology 
15197,2696,continuous,continuous,,1,2,2,noun,,2,1, from period to quasi period to chaos a continuous spectrum of orbits of charged particles trapped in a dipole magnetic field electric physics magnetic physics math 
31597,307,criteria,criteria,,1,2,2,noun,,2,1, the effects of weather on criteria pollutants pollute environment environment 
8545,1495,dealing,deal,,1,2,2,noun,,2,1, dealing with diabetes the road to developing an artificial pancreas disease cardiovascular medical organ cardiovascular device electronics medical engineering 
9813,2578,decision,decision,,1,2,2,noun,,2,1, developing clinical decision support systems for cancer and covid19 precision medicine behaviour disease medical drug medical organism infectious covid virus compsci medical computersci 
25826,669,dialysis,dialysis,,1,2,2,noun,,2,1, solutes and the affects of osmotic pressure on dialysis tubes device kidney biochem medical biology 
31868,1877,dimensional,dimension,,1,2,2,noun,,2,1, the hausdorff dimensions of higher dimensional random walks compsci math math math 
2179,813,domain,domain,,1,2,2,noun,,2,1, a novel approach for domain landscapes of frameshift mutations genetic gene method genetics funda biology 
1592,225,dominance,dominant,,1,2,2,noun,,2,1, ultraviolet light the key to bacterial dominance organism microbiology bacteria biophysics microbiology biology 
34883,2629,downforce,downforce,,1,2,2,noun,,2,1, utilizing the magnus effect to produce downforce physics aerodynamics mechanical engineering 
9,23,elements,elements,,1,2,2,noun,,2,1, a new method for identifying active regulatory dna elements phase ii genetic method genetics funda biology 
19250,1323,em,em,,1,2,2,noun,,2,1, let em fly physics engineering 
13967,753,equivalences,equivalences,,1,2,2,noun,,2,1, equivalences between well defined and undefined partitions of infinity math math math 
23237,2702,establishments,establishments,,1,2,2,noun,,2,1, predicting covsars2 transmission risk at specific establishments organism infectious covid virus statistics infectious computersci 
27503,1391,dysfuntion,failure,,1,2,2,noun,,2,1, the correlation between heart failure and renal dysfuntion method organ organ cardiovascular biology medical biology 
7500,2555,focusing,focus,,1,2,2,noun,,2,1, comparison of hand warmers focusing on sustainability chemistry environment chemistry 
2689,1915,formation,form,,1,2,2,noun,,2,1, a theory for ring formation around asteroid chariklo astronomy astronomy astronomy physics 
597,1720,frontiers,frontiers,,1,2,2,noun,,2,1, exploring the lower oceanic crust one of the last frontiers on earth marine earth geology environment 
31854,405,handy,handy,,1,2,2,noun,,2,1, the handy phone using accelerometers to identify people device device speed organism human mammal security electronics social engineering 
35036,2461,hardware,hardware,,1,2,2,noun,,2,1, verifying application isolation for cryptocurrency hardware wallets finance finance compsci compsci finance computersci 
34605,1108,homology,homology,,1,2,2,noun,,2,1, using sirnas to promote homology directed dna repair chemical gene chemical genetic biochem genetics biology 
5525,958,iconic,iconic,,1,2,2,noun,,2,1, iconic filter 2.0 chemical health pure chemistry safety engineering 
6457,1482,independently,independent,,1,2,2,noun,,2,1, can robot technology help the visually impaired navigate independently device electronics engineering direction robotics mechanical medical engineering 
3592,1110,indices,indices,,1,2,2,noun,,2,1, an analysis of hrrgs with midrange spectral indices at z 6 physics physics physics 
30844,439,intermittent,intermittent,,1,2,2,noun,,2,1, the effects of intermittent hypoxia on huh 7 cells cellbio cellbio respire oxygen disease cell bio biology 
11083,16,inversion,invert,,1,2,2,noun,,2,1, early diagnosis of viral infections by molecular inversion probes infectious medical organism microbiology diagnostic microbiology medical biology 
6348,1938,irregular,irregular,,1,2,2,noun,,2,1, calling 911 when detecting an irregular heart rate using arduino device electronics compsci organ cardiovascular safety disease electronics medical engineering 
10620,903,item,item,,1,2,2,noun,,2,1, does blood pressure change when wearing a fashionable item organ cardiovascular behaviour medical behavioralandsocial 
512,1827,lines,lines,,1,2,2,noun,,2,1, engineering of congenic huntington fibroblast cell lines using crispr cellbio disease genetic disease neuroscience medical organ cellbio tool genetic genetics neuroscience biology 
12716,1856,loss,loss,,1,2,2,noun,,2,1, effects of food additives on maillard reaction and water loss nutrition food water chemical chemistry nutrition biology 
24745,796,meets,meets,,1,2,2,noun,,2,1, forensics meets robotics a whole new world device electronics engineering methods crime security robotics engineering 
32260,2584,misuse,misuse,,1,2,2,noun,,2,1, the mischief detector automated detection and reporting of device misuse using deep convolutional neural networks compsci method crime security safety device organ neuroscience compsci social computersci 
25610,759,notification,notification,,1,2,2,noun,,2,1, smart safety warning and notification system for treadmills device sports electronics household engineering 
25837,1380,beginner,novice,,1,2,2,noun,,2,1, solving a rubiks cube for a beginner sports math sports math 
23626,650,oblivious,oblivious,,1,2,2,noun,,2,1, protecting private data in the cloud a path oblivious ram protocol computer compsci method security crime compsci security computersci 
7732,2285,order,order,,1,2,2,noun,,2,1, constructing rooted trees from their order quasisymmetric functions math math math 
2852,812,origins,origins,,1,2,2,noun,,2,1, acclimation on captive bred testudine species of different origins organism ecology biology 
20046,1193,pairwise,pairwise,,1,2,2,noun,,2,1, maximum size of a family of pairwise graph different permutations math math math 
22180,90,pal,pal,,1,2,2,noun,,2,1, pace pal device electronics engineering 
32430,1878,parallel,parallel,,1,2,2,noun,,2,1, the parallel between rising shark and seal populations off cape cod location location organism mammal organism fish marine ecology environment 
35667,845,pearly,pearly,,1,2,2,noun,,2,1, what is the best way to get pearly whites chemistry chemistry 
22306,1608,pen,pen,,1,2,2,noun,,2,1, pen and paper vs ipad and stylus device device device logistics electronics behavioralandsocial 
16059,1858,periods,period,,1,2,2,noun,,2,1, heating and cooling unit for optimizing short sleep periods behaviour temperature mechanical behaviour engineering 
22336,1121,peripheral,peripheral,,1,2,2,noun,,2,1, peripheral deficits and social behavior in drosophila fmr1 mutants gene genetic gene organism insect fruitfly drosophila genetics behaviour biology 
10059,2672,plans,plans,,1,2,2,noun,,2,1, diet plans made easy nutrition food math nutrition math 
8421,1178,plate,plate,,1,2,2,noun,,2,1, cymatics chladnis plate acoustic sound physics engineering 
20730,199,pre,pre,,1,2,2,noun,,2,1, mold in pre packaged juice food nutrition organism microbiology fungus microbiology nutrition biology 
5476,1930,problems,problem,,1,2,2,noun,,2,1, bio digester solving energy problems in developing countries energy location mechanical energy environment 
12060,17,profile,profile,,1,2,2,noun,,2,1, effect of sail section profile on lift to drag ratio aerodynamic transportation transportation boat wind mechanical transportation engineering 
34606,1108,promote,promote,,1,2,2,noun,,2,1, using sirnas to promote homology directed dna repair chemical gene chemical genetic biochem genetics biology 
36039,1205,prompts,prompts,,1,2,2,noun,,2,1, which musical genre prompts the greatest recall of information acoustic art neuroscience behaviour acoustics neuroscience behavioralandsocial 
5464,1219,public,public,,1,2,2,noun,,2,1, big data analysis public opinions of breast cancer in chinese females disease medical location organ human organism human mammal social statistics medical computersci 
7938,2744,refreshable,refreshable,,1,2,2,noun,,2,1, cost effective and educational refreshable braille display behaviour device vision language mechanical medical engineering 
34233,341,reliance,reliance,,1,2,2,noun,,2,1, using a solar powered hvac system to end the reliance on fossil fuels device energy energy energy mechanical energy engineering 
25247,1370,representations,represent,,1,2,2,noun,,2,1, semantic representations of emotional and social concepts in autism behaviour neuroscience disease neuroscience behaviour medical language behaviour psychology behavioralandsocial 
18423,1786,scheduling,scheduling,,1,2,2,noun,,2,1, intelligent cloud based medication dispensing and scheduling system app compsci medical computersci 
4153,487,seasonal,seasonal,,1,2,2,noun,,2,1, annual and seasonal variation of early life dynamics of river herring baby nutrition food organism fish marine water location ecology environment 
8928,1742,shortcomings,shortcomings,,1,2,2,noun,,2,1, designing a lead test kit a solution to the shortcomings of others chemical metal toxin device chemistry environment chemistry 
2564,4,situation,situation,,1,2,2,noun,,2,1, a sticky situation material glue chemistry chemistry 
25655,666,soaking,soaking,,1,2,2,noun,,2,1, soaking away the truth finger print comparison and anaylsis method organ crime social behaviour chemistry security chemistry 
25802,1378,solely,solely,,1,2,2,noun,,2,1, solely solar energy mechanical energy engineering 
5127,189,solids,solid,,1,2,2,noun,,2,1, average mass flow rate solids vs liquids physics mechanical funda engineering 
3704,1457,span,span,,1,2,2,noun,,2,1, an inquiry on the evolution of candidate genes in the origins of span genetic gene genetics biology 
26095,671,standard,standard,,1,2,2,noun,,2,1, standard airfoil design vs dimpled airfoil design aerodynamic mechanical transportation engineering 
3613,1766,subjective,subjective,,1,2,2,noun,,2,1, an analysis of social media and subjective well being in adolescents organism human mammal psychology social behavioralandsocial 
27574,1759,subjects,subjects,,1,2,2,noun,,2,1, the demographic divide in advanced placement subjects education school social economics behavioralandsocial 
2241,2713,subtype,subtype,,1,2,2,noun,,2,1, a novel deep learning approach to lower grade glioma segmentation and genomic subtype classification behaviour disease neuroscience cancer medical genetic gene method method diagnostic compsci medical computersci 
949,989,terrific,terrific,,1,2,2,noun,,2,1, once horrific now terrific environment environment 
14970,1784,thought,thought,,1,2,2,noun,,2,1, food for thought nutrition food environment environment 
2721,267,threshold,threshold,,1,2,2,noun,,2,1, a two threshold algorithm for fall detection method safety compsci medical computersci 
1538,2455,trials,trials,,1,2,2,noun,,2,1, the value of absolute risk lessons from allergy flu vaccine trials disease immune medical disease infectious medical virus infectious drug medical epidemiology medical biology 
25642,188,truth,truth,,1,2,2,noun,,2,1, smudging the truth finger print comparison method organ crime social behaviour chemistry security chemistry 
33939,1070,twister,twist,,1,2,2,noun,,2,1, twister 2 weather environment engineering 
7890,1488,underlying,underlying,,1,2,2,noun,,2,1, correction of mutations underlying tay sachs disease by rna editing gene disease medical disease medical disease neuroscience medical genetic gene genetics medical biology 
2364,1909,wall,wall,,1,2,2,noun,,2,1, a novel wall climbing hexapod robot device electronics engineering mechanical robotics engineering 
12232,909,ways,ways,,1,2,2,noun,,2,1, effective ways to reduce acid in lemon juice chemical food nutrition fruit plant organism chemistry household chemistry 
22742,503,western,western,,1,2,2,noun,,2,1, phylogeny of the current outbreak of ebov ebolavirus in western africa disease infectious virus medical disease infectious virus medical electric genetic location location medical disease genetics infectious biology 
14919,1281,floating,float,,1,2,2,noun,,20,10, floating water the leidenfrost effect water water physics physics engineering 
4924,1160,supervised,supervised,,1,2,2,noun,,20,10, supervised learning algorithm for automated diagnosis of dementia behaviour disease neuroscience medical medical method diagnostic compsci medical biology 
18370,967,zone,zone,,1,2,2,noun,,20,10, innovative safe zone technology to reduce gun violence crime safety location safety crime social civil safety engineering 
28892,2489,695,695,,1,2,2,noun,,30,15, the effect of insulin sensitizers on amyloid in n2a 695 cells for alzheimers disease cellbio disease medical disease neuroscience medical protein protein diabetes drug biochem neuroscience biology 
6336,1938,911,911,,1,2,2,noun,,30,15, calling 911 when detecting an irregular heart rate using arduino device electronics compsci organ cardiovascular safety disease electronics medical engineering 
32455,41,2009,2009,,1,2,2,noun,,30,15, the phylogenetic analysis of the 2009 swine influenza h1n1 pandemic disease infectious medical virus genetic medical disease organism mammal pig organism microbiology infectious disease medical compsci genetics medical biology 
16600,2497,alginate,alginate,,1,2,2,noun,,30,15, how do different cations affect the rate of water discharge in an alginate water capsule chemical ion device water chemistry chemistry 
5344,867,aligners,aligner,,1,2,2,noun,,30,15, benchmarking aligners for better microbes identification tool microbiology genetics compsci medical biology 
5965,1220,armor,armor,,1,2,2,noun,,30,15, blunt force against medieval armor device safety history mechanical engineering 
30242,842,autophagy,autophagy,,1,2,2,noun,,30,15, the effects if various substances on autophagy within malignant cells cellbio cellbio disease cancer medical biochem cellbio biology 
11154,1855,pathogens,pathogens,,1,2,2,noun,,30,15, economical device for detection of pneumonia causing pathogens device disease lung respire infectious medical organism microbiology infectious mechanical medical engineering 
23100,648,pool,pool,,1,2,2,noun,,30,15, pool covers safety mechanical household engineering 
32323,2110,valve,valve,,1,2,2,noun,,30,15, the motion of blood flow through different aortic heart valve models device organ organ cardiovascular organ heart mechanical medical biology 
29304,220,polar,polar,,1,2,2,noun,,40,20, the effect of non polar vs polar pollutants migration through soil earth environment pollute chemistry environment environment 
21614,501,olfactory,olfactory,,1,2,2,noun,,50,25, olfactory distinction in butterflies organ scent organism insect butterfly ecology environment 
26873,2231,abeta,abeta,,1,2,2,pronoun,,80,40, testing the competitive binding model between apoe isoforms and abeta protein gene biochem genetics biology 
12363,47,abscisic,abscisic,,1,2,2,pronoun,,80,40, effects of abscisic and indole acetic acid on vetiver root growth chemical chemical hormone plant chemical organic chemical organic plant hormone plant organism biochem agriculture biology 
3119,2137,aeoh,aeoh,,1,2,2,pronoun,,80,40, aeoh compsci computersci 
19074,2374,ahnak2,ahnak2,,1,2,2,pronoun,,80,40, knockout of ahnak2 in pancreatic cancer using crispr cas9 technology disease medical gene protein organ cardiovascular tool genetic tool genetic genetics cancer biology 
27188,2,allelopathic,allelopathy,,1,2,2,pronoun,,80,40, the allelopathic effects of c.orbiculatus and f.japonica drug organism plant organism plant medicine biology 
34006,1131,als,als,,1,2,2,pronoun,,80,40, understanding fus mutation mechanisms in the cells of als patients cellbio disease neuroscience medical gene genetic gene organism human mammal medical genetics neuroscience biology 
23325,136,amazon,amazon,,1,2,2,pronoun,,80,40, predicting the next amazon bestseller finance social behaviour compsci finance behavioralandsocial 
11177,1509,ammonium,ammonia,,1,2,2,pronoun,,80,40, effect of ammonium sulfate on the thoracic movement of daphnia magna chemical chemical pollute organ organism microbiology crustacean organism microbiology crustacean biochem environment 
33529,74,andromeda,andromeda,,1,2,2,pronoun,,80,40, tolerance study effect of ocean acidification on cassiopea andromeda marine chemical organism marine crab crustacean chemistry ecology environment 
21179,2149,anemia,anemia,,1,2,2,pronoun,,80,40, neohb a non invasive optical bio sensor diagnosing neonatal anemia baby device disease blood iron medical physics optics medical engineering 
32307,2110,aortic,aorta,,1,2,2,pronoun,,80,40, the motion of blood flow through different aortic heart valve models device organ organ cardiovascular organ heart mechanical medical biology 
4392,1473,apotheca,apotheca,,1,2,2,pronoun,,80,40, apotheca 2.0 tool compsci medical computersci 
27213,2074,arlington,arlington,,1,2,2,pronoun,,80,40, the arlington reservoir an analysis of climate change preparedness location water ecology environment environment 
20555,1832,arrthmias,arrhythmias,,1,2,2,pronoun,,80,40, modeling and treating cardiac arrthmias using caenorhbditis elegans disease cardiovascular medical organ cardiovascular organism microbiology worm organism microbiology worm c.elegans cell bio cardiovasc biology 
2685,1915,asteroid,asteroid,,1,2,2,pronoun,,80,40, a theory for ring formation around asteroid chariklo astronomy astronomy astronomy physics 
25235,1370,autism,autism,,1,2,2,pronoun,,80,40, semantic representations of emotional and social concepts in autism behaviour neuroscience disease neuroscience behaviour medical language behaviour psychology behavioralandsocial 
7089,11,burgdorfer,b.burgdorferi,,1,2,2,pronoun,,80,40, co infection of borrelia burgdorfer and wolbachia in ixodus scapularis bacteria microbiology infectious organism microbiology bacteria borrelia organism microbiology infectious organism tick arachnid lyme organism tick arachnid lyme microbiology infectious biology 
17036,43,bhs,bhs,,1,2,2,pronoun,,80,40, how gassy is bhs environment environment 
23031,9,bisphenol,bisphenol,,1,2,2,pronoun,,80,40, plasticizer toxicity the effect of bisphenol and diethyl phthalate pollute toxin chemical chemical organic chemical plastic pollute chemistry environment environment 
26608,1634,blockchain,blockchain,,1,2,2,pronoun,,80,40, system for consumer controlled credit history on blockchain finance method compsci compsci finance computersci 
33609,717,bluetooth,bluetooth,,1,2,2,pronoun,,80,40, tracking a golf ball using bluetooth device device sports sports electronics sports engineering 
6020,1221,borax,borax,,1,2,2,pronoun,,80,40, borax recrystallization chemical chemistry chemistry 
7088,11,borrelia,borrelia,,1,2,2,pronoun,,80,40, co infection of borrelia burgdorfer and wolbachia in ixodus scapularis bacteria microbiology infectious organism microbiology bacteria borrelia organism microbiology infectious organism tick arachnid lyme organism tick arachnid lyme microbiology infectious biology 
20977,1335,botany,botany,,1,2,2,pronoun,,80,40, music on plant growth acoustic art organism plant agriculture botany environmental science 
30698,1413,bourne,bourne,,1,2,2,pronoun,,80,40, the effects of global warming on the bourne community sea level location marine temperature climate environment ecology environment 
7928,2744,braille,braille,,1,2,2,pronoun,,80,40, cost effective and educational refreshable braille display behaviour device vision language mechanical medical engineering 
30277,843,brassica,brassica,,1,2,2,pronoun,,80,40, the effects of arbuscular mycorrhizal fungi on brassica growth organism plant brassica mustard organism fungus organism microbiology microbiology agriculture biology 
4447,2796,curcuma,c.longas,,1,2,2,pronoun,,80,40, applying curcuma longas anti oxidant properties to cure hypothyroidism chemical disease medical drug medical organism plant tumeric organism plant tumeric biochem medical biology 
22649,641,chlorella,c.pyrenoidosa,,1,2,2,pronoun,,80,40, photo period length and photo synthetic rates of chlorella pyrenoidosa light organism microbiology organism plant microbiology agriculture agriculture biology 
